ReturnID,OrderID,CustomerID,ReturnDate,Reason,RefundAmount,RestockingFee,Country,Region
RET000946,ORD00037004,CUST004063,05/01/2023,Not as described,39.4,1.32,France,West
RET000947,ORD00047708,CUST001079,07/06/2024,Better price found,94.38,9.02,USA,East
RET000948,ORD00048539,CUST002990,10/06/2023,Not as described,479.39,45.73,Australia,North
RET000949,ORD00019292,CUST003817,15/09/2025,Not as described,115.73,17.78,Germany,East
RET000950,ORD00013957,CUST000878,09/03/2021,Wrong item,188.41,23.08,Australia,West
RET000951,ORD00043649,CUST003348,12/09/2023,Damage in shipping,42.26,2.16,Canada,East
RET000952,ORD00021849,CUST001452,24/10/2020,Better price found,117.98,12.67,Canada,North
RET000953,ORD00019986,CUST002685,05/10/2025,Wrong item,149.22,17.87,USA,West
RET000954,ORD00011620,CUST000393,13/10/2024,Changed mind,48.78,0.7,Australia,Central
RET000955,ORD00013947,CUST004928,27/06/2024,Damage in shipping,535.54,95.5,France,East
RET000956,ORD00045817,CUST003717,08/04/2025,Not as described,340.97,6.18,France,Central
RET000957,ORD00042185,CUST000412,10/02/2024,Changed mind,243.72,0.06,USA,South
RET000958,ORD00037103,CUST000932,25/01/2021,Quality issue,181.79,4.93,India,West
RET000959,ORD00021587,CUST001032,21/12/2025,Wrong item,870.58,151.25,Germany,Central
RET000960,ORD00032343,CUST003676,08/08/2023,Quality issue,102.08,15.58,Japan,North
RET000961,ORD00018087,CUST004380,30/07/2021,Better price found,85.95,9.24,Canada,West
RET000962,ORD00027429,CUST003866,22/02/2026,Not as described,15.99,1.22,France,Central
RET000963,ORD00015292,CUST003075,27/04/2026,Damage in shipping,343.79,50.69,Canada,West
RET000964,ORD00014700,CUST004155,13/06/2026,Better price found,56.91,1.53,Australia,Central
RET000965,ORD00023229,CUST001798,09/10/2025,Changed mind,61.51,4.52,India,Central
RET000966,ORD00005300,CUST004188,15/08/2025,Quality issue,518.54,77.5,India,South
RET000967,ORD00014056,CUST000119,20/02/2022,Better price found,45.28,2.94,Canada,Central
RET000968,ORD00044133,CUST002001,27/10/2021,Wrong item,51.27,8.51,Canada,East
RET000969,ORD00042657,CUST001417,13/11/2025,Quality issue,64.52,4.25,Japan,South
RET000970,ORD00046694,CUST001241,13/01/2026,Better price found,339.74,54.47,Australia,North
RET000971,ORD00041754,CUST004504,04/07/2026,Quality issue,242.2,45.89,India,West
RET000972,ORD00014377,CUST001339,19/06/2024,Not as described,200.21,8.22,Germany,North
RET000973,ORD00030379,CUST001191,10/11/2026,Better price found,454.88,2.84,Canada,West
RET000974,ORD00009374,CUST002822,15/04/2022,Defective,7.98,0.31,Australia,East
RET000975,ORD00011038,CUST001769,24/03/2023,Not as described,316.57,3.53,USA,South
RET000976,ORD00048298,CUST004719,16/10/2026,Quality issue,1788.93,155.69,Germany,East
RET000977,ORD00027621,CUST004223,30/08/2025,Changed mind,607.66,83.31,Germany,East
RET000978,ORD00034913,CUST004745,12/05/2022,Changed mind,115.19,17.88,Japan,South
RET000979,ORD00001392,CUST001708,25/11/2026,Quality issue,144.76,18.7,Australia,West
RET000980,ORD00049328,CUST003045,03/10/2021,Quality issue,0.78,0,Germany,East
RET000981,ORD00021077,CUST000239,05/01/2027,Better price found,74.81,9.52,UK,Central
RET000982,ORD00019592,CUST002334,08/02/2021,Defective,34.8,0.64,Japan,North
RET000983,ORD00007517,CUST000644,11/10/2025,Not as described,118.82,3.01,France,East
RET000984,ORD00021762,CUST000507,08/03/2022,Quality issue,246.84,33.94,USA,West
RET000985,ORD00049027,CUST002925,07/09/2022,Damage in shipping,375.22,19.45,Australia,North
RET000986,ORD00012762,CUST001973,03/06/2020,Better price found,6.28,0.66,India,North
RET000987,ORD00030481,CUST004138,02/07/2020,Not as described,107.25,5.26,UK,West
RET000988,ORD00034603,CUST000173,20/09/2023,Defective,409.9,43.85,Japan,East
RET000989,ORD00018950,CUST004344,03/02/2024,Better price found,47.15,8.19,Germany,South
RET000990,ORD00012256,CUST000875,29/12/2026,Damage in shipping,685.64,48.96,Germany,Central
RET000991,ORD00041035,CUST002285,09/03/2020,No longer needed,156.07,21.83,Germany,South
RET000992,ORD00019731,CUST000555,01/11/2025,Better price found,71.88,3.61,USA,South
RET000993,ORD00015985,CUST003359,17/03/2024,Defective,158.62,21.99,USA,Central
RET000994,ORD00002504,CUST003626,13/02/2025,Quality issue,159,11.27,Japan,South
RET000995,ORD00020243,CUST000668,22/11/2025,Not as described,83.55,12.2,Australia,West
RET000996,ORD00012947,CUST004795,07/01/2026,No longer needed,318.67,2.89,Australia,South
RET000997,ORD00016712,CUST001083,22/01/2026,No longer needed,941.7,98.84,Germany,Central
RET000998,ORD00025518,CUST004059,06/12/2024,Wrong item,71.23,8.92,Germany,North
RET000999,ORD00028195,CUST001181,19/10/2021,Wrong item,66.07,9.11,India,North
RET001000,ORD00008947,CUST003544,12/05/2022,Damage in shipping,105.04,10.78,UK,Central
RET001001,ORD00009954,CUST000691,22/08/2025,Better price found,19.08,0.64,India,East
RET001002,ORD00038859,CUST003411,23/02/2025,Not as described,91.33,12.79,Australia,Central
RET001003,ORD00001661,CUST002673,03/10/2022,Defective,157.48,1.02,UK,East
RET001004,ORD00034490,CUST000155,12/05/2022,Quality issue,26.7,2.21,Germany,North
RET001005,ORD00001954,CUST004432,14/03/2021,Not as described,172.45,8.27,France,North
RET001006,ORD00037719,CUST003441,03/03/2021,Wrong item,17.25,1.1,Germany,North
RET001007,ORD00022734,CUST004437,23/06/2021,Damage in shipping,65.6,4.72,Canada,North
RET001008,ORD00040871,CUST002558,04/09/2025,Changed mind,284.18,49.56,Australia,West
RET001009,ORD00020111,CUST003997,22/01/2022,Defective,167.59,7.92,Japan,Central
RET001010,ORD00031867,CUST003235,23/12/2021,Quality issue,292.02,0.89,UK,South
RET001011,ORD00011226,CUST001936,08/09/2024,Wrong item,175.58,34.47,France,West
RET001012,ORD00031977,CUST003043,21/08/2025,Defective,20.34,2.8,Canada,Central
RET001013,ORD00028146,CUST003335,21/07/2024,Quality issue,275.48,36.67,USA,North
RET001014,ORD00025199,CUST004791,15/01/2024,Defective,30.92,6.03,Australia,North
RET001015,ORD00036049,CUST004351,07/05/2026,Changed mind,379.62,12.08,France,East
RET001016,ORD00024714,CUST001853,22/01/2021,Not as described,10.81,1.36,Japan,East
RET001017,ORD00048319,CUST001673,21/06/2023,Better price found,100.46,12.46,India,East
RET001018,ORD00045137,CUST000923,07/10/2020,Damage in shipping,18.96,0.59,France,East
RET001019,ORD00020932,CUST003199,17/02/2026,Better price found,16.28,1.75,Australia,Central
RET001020,ORD00011654,CUST001713,09/07/2023,Better price found,57.45,2.11,Germany,West
RET001021,ORD00030475,CUST002514,05/02/2021,Defective,162.77,3.16,Japan,North
RET001022,ORD00019778,CUST004608,06/07/2020,Damage in shipping,47.28,5.35,India,South
RET001023,ORD00031821,CUST000752,15/01/2026,Quality issue,550.56,5.96,Australia,South
RET001024,ORD00018471,CUST004111,11/05/2026,Damage in shipping,61.17,3.24,Australia,North
RET001025,ORD00037261,CUST004401,22/04/2022,Not as described,148.41,18.67,France,West
RET001026,ORD00025920,CUST000647,18/02/2026,Not as described,622.62,96.68,UK,Central
RET001027,ORD00041348,CUST002891,15/10/2022,No longer needed,431.87,3.86,France,East
RET001028,ORD00010048,CUST003212,20/10/2026,Defective,361.26,11.77,Germany,West
RET001029,ORD00049667,CUST000691,26/03/2023,No longer needed,385.81,14.32,India,East
RET001030,ORD00013964,CUST002068,06/06/2021,No longer needed,73.58,8.31,UK,East
RET001031,ORD00005758,CUST004815,28/12/2025,Not as described,545.41,38.16,Australia,East
RET001032,ORD00013110,CUST004582,27/09/2021,No longer needed,46.44,1.74,Australia,South
RET001033,ORD00006041,CUST000848,04/11/2020,Defective,20.86,2.86,India,Central
RET001034,ORD00022521,CUST000437,01/12/2025,No longer needed,122.77,1.64,Japan,North
RET001035,ORD00046244,CUST004183,21/12/2025,No longer needed,402.78,14.11,Germany,Central
RET001036,ORD00049396,CUST000573,01/07/2021,Wrong item,227.6,25.6,Canada,West
RET001037,ORD00019863,CUST003087,14/01/2025,No longer needed,1978.9,244.07,Japan,West
RET001038,ORD00013251,CUST004311,08/11/2025,Not as described,275.14,20.47,India,Central
RET001039,ORD00028051,CUST001580,26/09/2026,Better price found,75.42,5.4,Germany,East
RET001040,ORD00028963,CUST000108,22/10/2026,Damage in shipping,51.07,3.61,Japan,Central
RET001041,ORD00013641,CUST003478,25/07/2026,Better price found,407.68,31.04,UK,West
RET001042,ORD00033645,CUST002969,24/04/2026,Defective,599.88,41.01,Japan,North
RET001043,ORD00023735,CUST003400,12/02/2025,Quality issue,247.16,12.11,France,South
RET001044,ORD00002476,CUST003848,06/09/2021,No longer needed,40.27,6.21,France,Central
RET001045,ORD00048189,CUST000873,27/01/2027,Damage in shipping,456.85,2.29,India,West
RET001046,ORD00010867,CUST002364,29/04/2026,Better price found,270.46,39.86,Australia,North
RET001047,ORD00015651,CUST002973,19/04/2020,No longer needed,193.82,10.26,UK,Central
RET001048,ORD00015160,CUST002147,30/03/2024,Quality issue,7.48,1.15,UK,North
RET001049,ORD00048531,CUST002822,02/06/2022,Not as described,7.05,0.6,Australia,East
RET001050,ORD00001102,CUST004827,09/01/2021,Changed mind,270.04,19.29,Germany,West
RET001051,ORD00041462,CUST002878,31/07/2023,Not as described,477.14,9.86,UK,West
RET001052,ORD00024944,CUST004404,31/08/2024,Not as described,202.63,37.92,USA,East
RET001053,ORD00010259,CUST000266,25/02/2022,Wrong item,427.83,9.08,Germany,South
RET001054,ORD00022446,CUST001808,06/01/2023,Changed mind,173.89,12.39,Japan,North
RET001055,ORD00028875,CUST001505,26/01/2022,Wrong item,1.91,0.33,Australia,East
RET001056,ORD00028163,CUST001744,23/12/2021,Defective,283.75,10.28,Japan,East
RET001057,ORD00007681,CUST000384,18/02/2022,Better price found,122.81,17.02,France,West
RET001058,ORD00018603,CUST003450,10/02/2021,No longer needed,11.74,0.07,France,East
RET001059,ORD00047017,CUST000937,27/07/2021,Wrong item,30.77,5.37,Canada,North
RET001060,ORD00012513,CUST003103,15/01/2027,Quality issue,23.69,1.89,Germany,South
RET001061,ORD00047743,CUST001488,30/08/2020,Wrong item,51.51,4.57,Canada,South
RET001062,ORD00036397,CUST002906,15/12/2022,Quality issue,55.51,5.84,Japan,South
RET001063,ORD00015987,CUST000360,07/07/2023,Better price found,374.8,47.42,Germany,East
RET001064,ORD00038342,CUST003982,21/10/2025,Defective,251.53,19.36,UK,North
RET001065,ORD00041119,CUST004363,29/12/2026,Better price found,210.8,11.88,France,North
RET001066,ORD00011645,CUST004692,10/03/2026,Wrong item,221.95,35.88,France,North
RET001067,ORD00011260,CUST000192,24/08/2020,Better price found,24.42,2.81,USA,North
RET001068,ORD00006964,CUST004885,05/10/2024,Quality issue,40.84,7.97,Germany,North
RET001069,ORD00026066,CUST002610,09/08/2026,No longer needed,243.95,12.58,Canada,North
RET001070,ORD00012173,CUST004439,05/05/2021,Better price found,46.75,7.21,Canada,North
RET001071,ORD00013672,CUST000928,20/04/2023,Changed mind,61.02,9.39,Japan,West
RET001072,ORD00024356,CUST004975,28/11/2025,Not as described,267.18,33.14,Canada,East
RET001073,ORD00037453,CUST003646,31/01/2023,Not as described,372.31,16.03,UK,East
RET001074,ORD00025672,CUST002157,22/09/2022,Changed mind,366.6,20.3,Australia,Central
RET001075,ORD00003384,CUST001622,19/03/2024,Not as described,78.64,5.15,Germany,North
RET001076,ORD00020077,CUST004965,06/09/2025,No longer needed,134.04,27.83,India,Central
RET001077,ORD00009415,CUST004184,28/06/2024,Better price found,17.85,0.96,France,Central
RET001078,ORD00024014,CUST004781,24/06/2021,No longer needed,30.65,4.3,India,Central
RET001079,ORD00000944,CUST001960,08/10/2020,Not as described,41.63,8.82,Canada,North
RET001080,ORD00030398,CUST000713,09/07/2023,Wrong item,193.16,19.04,UK,Central
RET001081,ORD00028070,CUST003641,15/07/2022,Changed mind,85.04,13.73,UK,South
RET001082,ORD00009311,CUST001196,25/03/2025,Defective,378.29,51.14,France,West
RET001083,ORD00009730,CUST001033,29/10/2020,Defective,55.16,4.23,USA,East
RET001084,ORD00048953,CUST004059,14/05/2020,Damage in shipping,0.74,0.01,Germany,North
RET001085,ORD00007428,CUST000578,28/02/2026,Wrong item,56.91,9.1,USA,North
RET001086,ORD00047330,CUST001705,21/03/2025,Wrong item,94.79,5.93,India,East
RET001087,ORD00027881,CUST000782,08/06/2023,Changed mind,196.15,27.73,Australia,West
RET001088,ORD00048202,CUST001656,16/04/2025,Damage in shipping,59,6.54,France,West
RET001089,ORD00004910,CUST002078,04/02/2025,Better price found,642.97,50.41,Australia,Central
RET001090,ORD00036097,CUST002821,01/11/2020,Not as described,149.01,3.61,USA,Central
RET001091,ORD00007604,CUST002985,12/12/2025,Better price found,40.92,0.99,USA,South
RET001092,ORD00038006,CUST002257,01/11/2023,Damage in shipping,21.03,1.56,USA,Central
RET001093,ORD00001341,CUST001577,23/12/2023,Not as described,99.38,9.39,India,North
RET001094,ORD00019939,CUST004827,01/07/2023,Quality issue,604.26,72.75,Germany,West
RET001095,ORD00000291,CUST004925,09/12/2026,Defective,294.92,33.77,Canada,North
RET001096,ORD00013201,CUST004621,25/09/2024,Quality issue,502.17,81.52,Canada,East
RET001097,ORD00041815,CUST001546,16/04/2026,Quality issue,646.1,79.22,India,South
RET001098,ORD00042271,CUST004010,24/10/2022,Quality issue,146.17,7.51,UK,East
RET001099,ORD00016915,CUST000617,01/10/2022,Defective,25.15,0.92,UK,East
RET001100,ORD00037564,CUST003574,06/04/2022,Better price found,17.62,0.03,USA,Central
RET001101,ORD00008904,CUST001275,02/12/2020,Not as described,79.95,6.66,USA,West
RET001102,ORD00020051,CUST003946,23/03/2025,Better price found,52.13,0.28,Canada,West
RET001103,ORD00034277,CUST001107,28/09/2024,No longer needed,2.11,0.01,Australia,Central
RET001104,ORD00017379,CUST002300,30/04/2024,Changed mind,139.85,0.67,Germany,West
RET001105,ORD00046901,CUST002861,25/05/2021,Quality issue,36.03,2.06,Germany,West
RET001106,ORD00033611,CUST001740,31/07/2020,Wrong item,123.21,5.21,Canada,East
RET001107,ORD00022874,CUST003531,01/10/2025,No longer needed,313.94,32.83,UK,South
RET001108,ORD00046739,CUST003935,07/11/2024,Defective,72.28,0.57,India,West
RET001109,ORD00013576,CUST004865,19/05/2021,Quality issue,11.18,0.84,Australia,West
RET001110,ORD00033926,CUST001867,20/07/2024,Quality issue,357.52,15.22,Australia,West
RET001111,ORD00033412,CUST000819,13/05/2023,Quality issue,60.98,9.41,UK,South
RET001112,ORD00035567,CUST000611,13/09/2025,No longer needed,533.34,90.47,Australia,Central
RET001113,ORD00024246,CUST002585,28/03/2022,Not as described,144.93,3.18,France,South
RET001114,ORD00006401,CUST001863,25/05/2023,Changed mind,25.45,2.56,France,South
RET001115,ORD00047087,CUST002095,03/01/2021,Better price found,83.62,2.86,Germany,North
RET001116,ORD00016195,CUST001413,24/09/2024,Changed mind,277.5,10.39,France,Central
RET001117,ORD00014255,CUST003704,11/06/2026,Better price found,245.58,6.27,Canada,Central
RET001118,ORD00005405,CUST001886,11/08/2022,Damage in shipping,30.84,4.76,Japan,West
RET001119,ORD00010062,CUST001952,13/09/2021,Quality issue,106.85,18.61,Australia,South
RET001120,ORD00025516,CUST001154,27/05/2020,Defective,111.2,6.13,USA,South
RET001121,ORD00008901,CUST003684,27/07/2025,Not as described,627.32,61.16,Japan,West
RET001122,ORD00016934,CUST002119,29/09/2025,Damage in shipping,20.38,0.71,UK,West
RET001123,ORD00017208,CUST002784,09/02/2022,No longer needed,202.94,5.95,USA,South
RET001124,ORD00030381,CUST002719,04/07/2022,Defective,0.87,0.15,Canada,South
RET001125,ORD00038376,CUST001307,10/12/2026,Quality issue,129.93,14.34,Japan,Central
RET001126,ORD00045918,CUST000862,24/09/2026,Damage in shipping,111.49,13.81,India,South
RET001127,ORD00019633,CUST004790,21/09/2025,Wrong item,200.88,31.87,UK,East
RET001128,ORD00013896,CUST004083,03/11/2024,Not as described,247.71,10.32,India,West
RET001129,ORD00041359,CUST000521,06/09/2020,Better price found,27.71,2.11,USA,West
RET001130,ORD00031311,CUST000344,09/04/2024,Quality issue,346.53,2.73,Germany,South
RET001131,ORD00018036,CUST001247,01/01/2022,Wrong item,35.79,4.73,Japan,Central
RET001132,ORD00037330,CUST002554,23/09/2024,No longer needed,230.79,2.53,Germany,West
RET001133,ORD00011257,CUST004084,12/05/2023,Changed mind,101.49,15.21,UK,West
RET001134,ORD00022095,CUST001852,04/09/2024,No longer needed,70.56,4.63,UK,East
RET001135,ORD00039393,CUST004755,20/09/2022,Wrong item,161.23,14.42,Australia,North
RET001136,ORD00009725,CUST002262,14/12/2022,No longer needed,146.85,6.98,India,North
RET001137,ORD00012246,CUST001766,06/04/2024,Not as described,534.62,45.9,USA,East
RET001138,ORD00032442,CUST001606,03/12/2024,Better price found,170.26,0.86,Australia,East
RET001139,ORD00000847,CUST003288,12/05/2021,Not as described,154.33,8.22,UK,North
RET001140,ORD00010849,CUST001860,17/03/2025,Wrong item,405.05,62.1,Canada,South
RET001141,ORD00014218,CUST001897,23/11/2025,No longer needed,284.9,49.57,Canada,West
RET001142,ORD00024919,CUST000125,25/12/2024,Better price found,16.62,2.3,India,South
RET001143,ORD00019779,CUST000840,19/03/2026,Changed mind,1055.08,42.71,USA,East
RET001144,ORD00021031,CUST000298,01/01/2024,Wrong item,189.09,0.92,Canada,North
RET001145,ORD00011642,CUST002711,05/12/2025,Not as described,252.45,28.86,Canada,Central
RET001146,ORD00013805,CUST002808,03/04/2021,Not as described,269.22,42.61,UK,West
RET001147,ORD00043895,CUST003940,15/07/2023,Quality issue,55.74,0.64,USA,South
RET001148,ORD00010031,CUST002134,05/10/2022,Damage in shipping,42.16,2.14,Australia,North
RET001149,ORD00032625,CUST004248,01/01/2024,Quality issue,99.85,6.08,France,North
RET001150,ORD00038158,CUST004007,28/05/2023,Changed mind,92.77,1.81,Germany,South
RET001151,ORD00018973,CUST001609,28/01/2027,Wrong item,53.36,8.03,France,East
RET001152,ORD00001188,CUST001166,16/04/2021,Quality issue,72.9,11.73,USA,Central
RET001153,ORD00014085,CUST000857,11/03/2020,Defective,45.17,0.63,USA,West
RET001154,ORD00047058,CUST001154,03/10/2024,Not as described,203.53,21.22,USA,South
RET001155,ORD00009378,CUST004542,16/01/2023,Quality issue,345.54,61.79,France,East
RET001156,ORD00006426,CUST003610,01/09/2022,Defective,16.22,0.46,Canada,North
RET001157,ORD00001967,CUST002597,01/03/2024,Wrong item,278.15,10.56,Germany,West
RET001158,ORD00025266,CUST003214,08/07/2024,Changed mind,10.18,0.98,India,West
RET001159,ORD00028989,CUST004156,31/01/2022,Damage in shipping,407.38,35,India,West
RET001160,ORD00009898,CUST001398,29/07/2020,Not as described,108.11,17.41,UK,South
RET001161,ORD00024676,CUST004979,08/06/2021,Wrong item,36.01,3.26,Germany,South
RET001162,ORD00000942,CUST001427,23/05/2024,No longer needed,473.46,8.72,UK,South
RET001163,ORD00003024,CUST001143,02/03/2020,Quality issue,72.05,8.71,UK,West
RET001164,ORD00034772,CUST002942,25/06/2026,Defective,350.87,27.56,Germany,East
RET001165,ORD00034427,CUST001728,25/08/2026,No longer needed,465.66,50.16,Australia,North
RET001166,ORD00033644,CUST003077,28/05/2025,Quality issue,585,74.71,Canada,Central
RET001167,ORD00015993,CUST004053,20/12/2024,Better price found,537.35,53.03,India,South
RET001168,ORD00048376,CUST004293,19/12/2022,Damage in shipping,298.04,43.02,USA,North
RET001169,ORD00006155,CUST000820,12/07/2026,Quality issue,563.95,101.17,Japan,North
RET001170,ORD00005001,CUST000815,20/03/2025,No longer needed,131.48,23.61,Germany,Central
RET001171,ORD00034664,CUST001980,22/04/2021,Not as described,9.47,1.16,Japan,North
RET001172,ORD00003124,CUST002002,18/04/2025,No longer needed,158.95,5.27,Japan,South
RET001173,ORD00037667,CUST004821,22/04/2024,Damage in shipping,199.22,31.82,UK,Central
RET001174,ORD00000305,CUST000501,14/02/2023,No longer needed,135.93,9.54,USA,South
RET001175,ORD00046634,CUST001126,01/06/2020,No longer needed,19.33,0.38,Australia,Central
RET001176,ORD00006666,CUST000715,08/01/2023,Better price found,5.95,0.52,Germany,East
RET001177,ORD00044315,CUST000843,14/06/2021,Quality issue,99.11,7.23,UK,Central
RET001178,ORD00022064,CUST000133,11/02/2024,Changed mind,616.13,62.88,USA,West
RET001179,ORD00042399,CUST003576,22/10/2023,No longer needed,710.14,70.84,Japan,Central
RET001180,ORD00048384,CUST003128,21/02/2024,Quality issue,420.07,54.36,Canada,North
RET001181,ORD00025196,CUST000406,13/02/2021,Better price found,96.31,9.73,Canada,North
RET001182,ORD00015386,CUST002803,18/12/2020,Damage in shipping,236.04,36.98,India,South
RET001183,ORD00012422,CUST001576,01/07/2022,Not as described,2.93,0.29,UK,West
RET001184,ORD00043776,CUST003655,25/12/2026,Wrong item,30.42,2.34,Germany,West
RET001185,ORD00006014,CUST004260,18/11/2025,Quality issue,335.69,43.12,USA,North
RET001186,ORD00004334,CUST004761,06/01/2027,Damage in shipping,260.59,14.41,Australia,Central
RET001187,ORD00004887,CUST003752,09/02/2024,Changed mind,281.35,7.52,Germany,South
RET001188,ORD00003294,CUST004311,08/09/2022,Changed mind,215.51,6.83,India,Central
RET001189,ORD00007537,CUST000386,10/05/2026,Defective,331.99,0.82,Canada,Central
RET001190,ORD00019748,CUST002342,23/11/2023,Changed mind,269.88,16.24,Australia,West
RET001191,ORD00004598,CUST002293,07/10/2026,Damage in shipping,131.83,20.62,Australia,East
RET001192,ORD00026409,CUST000409,23/03/2026,Not as described,41.05,2.69,Germany,West
RET001193,ORD00031103,CUST001570,14/07/2025,No longer needed,22.54,0.98,France,East
RET001194,ORD00035947,CUST004835,04/12/2023,Quality issue,449.95,53.01,USA,North
RET001195,ORD00032035,CUST001997,17/12/2021,Wrong item,666.83,12.1,India,North
RET001196,ORD00033890,CUST002810,26/07/2026,Changed mind,1131.91,169.3,USA,South
RET001197,ORD00026841,CUST001748,13/12/2021,Defective,74.79,11.37,Canada,North
RET001198,ORD00006463,CUST003382,22/03/2023,Wrong item,35.56,0.73,India,South
RET001199,ORD00005346,CUST001499,24/12/2023,Wrong item,451.74,42.63,UK,North
RET001200,ORD00039524,CUST003238,15/08/2021,Damage in shipping,241.61,20.64,UK,West
RET001201,ORD00020284,CUST004277,26/12/2023,Damage in shipping,163.35,2.54,Japan,Central
RET001202,ORD00026096,CUST004146,23/04/2025,Better price found,166.45,6.93,USA,Central
RET001203,ORD00006941,CUST001442,28/08/2023,Wrong item,46.08,5.98,Australia,South
RET001204,ORD00029964,CUST002692,22/12/2020,Not as described,165.09,3.28,Japan,South
RET001205,ORD00030216,CUST002840,27/04/2024,Better price found,85.49,8.43,USA,West
RET001206,ORD00039994,CUST002814,14/08/2025,Better price found,30.33,2.65,India,Central
RET001207,ORD00026369,CUST001939,13/08/2020,Better price found,110.12,9.48,India,North
RET001208,ORD00033612,CUST000333,02/11/2020,No longer needed,78.54,6.84,USA,North
RET001209,ORD00022339,CUST002273,12/01/2026,Better price found,56.98,2.31,UK,North
RET001210,ORD00049543,CUST002437,09/10/2020,Better price found,10.54,1.45,France,Central
RET001211,ORD00010594,CUST001827,06/02/2022,Not as described,30.97,1.41,Australia,Central
RET001212,ORD00034782,CUST001291,27/09/2026,Wrong item,16.69,0.09,Japan,West
RET001213,ORD00028531,CUST001315,08/06/2026,Damage in shipping,637.42,73.39,Germany,West
RET001214,ORD00027991,CUST004510,08/11/2022,No longer needed,181.63,11.5,Canada,Central
RET001215,ORD00029709,CUST003483,07/09/2023,Not as described,355.28,11.62,Japan,Central
RET001216,ORD00018172,CUST000296,25/10/2024,No longer needed,19.43,0.19,Australia,South
RET001217,ORD00020274,CUST001467,15/09/2025,Not as described,320.84,28.49,USA,North
RET001218,ORD00003306,CUST004685,25/02/2025,Wrong item,292.98,53.59,UK,Central
RET001219,ORD00046134,CUST000809,24/07/2020,Quality issue,10.22,1.75,Canada,South
RET001220,ORD00009672,CUST003173,25/12/2020,Changed mind,94.59,9.45,Germany,Central
RET001221,ORD00024954,CUST001517,21/09/2020,Better price found,16.15,1.35,France,West
RET001222,ORD00015172,CUST000741,01/08/2023,Wrong item,133.19,13.98,Japan,Central
RET001223,ORD00013408,CUST001082,28/01/2024,Wrong item,177.23,17.08,USA,Central
RET001224,ORD00042351,CUST000607,27/10/2021,Not as described,166.56,1.84,UK,South
RET001225,ORD00006064,CUST002548,03/09/2023,No longer needed,142.06,6.25,USA,South
RET001226,ORD00031295,CUST003286,23/01/2021,Changed mind,84.43,8.19,India,East
RET001227,ORD00028289,CUST004621,21/07/2020,Better price found,10.02,0.93,Canada,East
RET001228,ORD00017267,CUST001212,12/04/2022,Wrong item,63.55,10.82,India,West
RET001229,ORD00043981,CUST000795,08/05/2023,Better price found,240.15,31.33,UK,South
RET001230,ORD00021666,CUST004808,07/07/2020,Better price found,41.5,2.77,India,West
RET001231,ORD00003228,CUST001049,23/06/2024,Not as described,274.15,40.89,Germany,East
RET001232,ORD00048556,CUST003288,14/12/2022,No longer needed,165.7,5.94,UK,North
RET001233,ORD00038231,CUST004927,24/08/2020,Defective,208.11,2.25,Canada,East
RET001234,ORD00046534,CUST002282,28/08/2025,Damage in shipping,145.26,3.42,UK,West
RET001235,ORD00000892,CUST003007,07/08/2024,No longer needed,136.64,21.23,Japan,Central
RET001236,ORD00045657,CUST000145,02/02/2022,No longer needed,237.81,2.08,USA,Central
RET001237,ORD00037742,CUST003528,07/10/2020,Not as described,39.18,3.1,India,West
RET001238,ORD00022047,CUST001140,27/02/2024,Wrong item,87.2,10.19,Canada,East
RET001239,ORD00034464,CUST001722,17/03/2026,No longer needed,193,17.02,Australia,South
RET001240,ORD00032077,CUST004387,04/05/2022,Damage in shipping,36.44,4.69,UK,South
RET001241,ORD00030275,CUST002552,03/07/2020,Better price found,51.5,3.58,Australia,West
RET001242,ORD00024419,CUST001904,29/04/2021,No longer needed,91.64,6.79,Canada,East
RET001243,ORD00006824,CUST003141,15/08/2023,No longer needed,38.86,0.2,Germany,East
RET001244,ORD00022805,CUST004002,18/08/2024,Better price found,444.38,48.24,France,Central
RET001245,ORD00022905,CUST004837,28/02/2025,Damage in shipping,292.33,22.83,Germany,South
RET001246,ORD00047460,CUST003889,04/09/2023,Not as described,240.77,25.21,India,South
RET001247,ORD00016676,CUST001637,17/11/2021,Defective,199.8,2.63,UK,East
RET001248,ORD00001042,CUST003990,28/04/2021,Better price found,30.18,3.14,Australia,West
RET001249,ORD00039302,CUST003021,10/07/2025,Quality issue,201.68,38.46,Japan,Central
RET001250,ORD00028152,CUST003044,31/07/2021,Wrong item,80.8,12.57,Germany,South
RET001251,ORD00040163,CUST001681,12/06/2020,Changed mind,161.31,3.67,USA,North
RET001252,ORD00005359,CUST002095,30/10/2020,Defective,192.97,23.43,Germany,North
RET001253,ORD00025532,CUST003165,20/05/2024,Wrong item,83.6,7.3,UK,Central
RET001254,ORD00040061,CUST001270,22/06/2023,Quality issue,24.63,2.32,Germany,North
RET001255,ORD00039065,CUST002458,24/05/2021,Defective,193.9,21.24,USA,West
RET001256,ORD00013877,CUST002417,30/11/2024,No longer needed,13.14,0.96,USA,West
RET001257,ORD00001746,CUST000817,28/08/2025,Not as described,72.29,4.44,Japan,Central
RET001258,ORD00026110,CUST004163,16/07/2022,Quality issue,810.11,52.36,India,North
RET001259,ORD00032010,CUST002895,18/10/2024,Changed mind,149.27,16.98,Germany,East
RET001260,ORD00049655,CUST000667,05/06/2022,Defective,5.22,0.73,Canada,South
